vm_id,job_id,task_index,start_time,end_time,total_end_time,duration,cpu_max,cpu_min,cpu_avg,cpu_std,cpu_p95,cpi,mai,mem_max,mem_min,mem_avg,mem_assigned,mem_page_cache,mem_canonical,priority,true_cluster,is_ml_set
vm_01618,1618,0,5.43,305.43,11504.76,11499.34,0.07267,0.002,0.01832,0.03019,0.06059,1.9267,0.0409,0.01428,0.00628,0.00928,0.01571,0.00221,0.00891,81,3,True
vm_00850,850,0,2.61,302.61,6670.69,6668.08,0.11141,0.002,0.02944,0.04554,0.0932,1.4596,0.035,0.00997,0.00197,0.00497,0.01096,0.00211,0.00477,200,3,True
vm_01311,1311,0,4.26,304.26,10509.38,10505.12,0.14623,0.03969,0.07774,0.03805,0.13101,1.6303,0.0128,0.01366,0.00566,0.00866,0.01503,0.00311,0.00832,295,3,True
vm_01111,1111,0,3.51,303.51,2955.31,2951.8,0.15921,0.02969,0.07594,0.04626,0.14071,1.9555,0.0421,0.00979,0.00179,0.00479,0.01077,0.00421,0.0046,36,3,True
vm_01599,1599,0,5.34,305.34,376.93,371.59,0.46442,0.13249,0.24313,0.11064,0.42016,1.0069,0.0298,0.01628,0.00428,0.00828,0.0171,0.00081,0.00812,133,2,True
vm_01002,1002,0,3.14,303.14,10196.29,10193.14,0.36072,0.03,0.09428,0.13322,0.30743,1.186,0.0162,0.02109,0.00909,0.01309,0.02214,0.00217,0.01282,113,2,True
vm_02049,2049,0,7.01,307.01,10847.09,10840.08,0.46619,0.09778,0.22058,0.1228,0.41707,1.3052,0.0227,0.01182,0.0005,0.00382,0.01242,0.00205,0.00375,268,2,True
vm_01331,1331,0,4.35,304.35,6303.73,6299.38,0.49342,0.10484,0.23436,0.12953,0.44161,0.9697,0.0201,0.009,0.0005,0.001,0.00945,0.00431,0.00098,166,2,True
vm_00164,164,0,0.52,300.52,329.9,329.38,0.0489,0.001,0.005,0.02439,0.04159,2.4406,0.038,0.04752,0.01252,0.02752,0.05227,0.01297,0.02614,39,1,True
vm_00716,716,0,2.22,302.22,382.37,380.16,0.10539,0.002,0.02842,0.04276,0.08829,1.9528,0.0134,0.01275,0.00475,0.00775,0.01403,0.00504,0.00744,223,3,True
vm_01115,1115,0,3.52,303.52,5970.1,5966.58,0.23121,0.07899,0.13335,0.05437,0.20946,1.9926,0.0355,0.0137,0.0057,0.0087,0.01507,0.00254,0.00835,155,3,True
vm_01566,1566,0,5.22,305.22,11226.03,11220.8,0.09904,0.002,0.01,0.04947,0.07925,1.4199,0.0352,0.01769,0.00969,0.01269,0.01946,0.00128,0.01218,298,3,True
vm_00415,415,0,1.3,301.3,536.63,535.33,0.10835,0.002,0.0142,0.0523,0.08742,1.8186,0.0349,0.01256,0.00456,0.00756,0.01381,0.00578,0.00725,116,3,True
vm_01363,1363,0,4.47,304.47,8937.96,8933.49,0.04206,0.001,0.00692,0.01952,0.03621,1.2063,0.0734,0.06575,0.03075,0.04575,0.07232,0.00986,0.04346,21,1,True
vm_00678,678,0,2.1,302.1,498.83,496.73,0.06065,0.00461,0.02703,0.01868,0.05505,2.1257,0.0689,0.04824,0.01324,0.02824,0.05306,0.00769,0.02682,65,1,True
vm_02098,2098,0,7.2,307.2,454.21,447.01,0.1716,0.00248,0.06288,0.0604,0.14744,1.666,0.0299,0.00833,0.0005,0.00333,0.00917,0.00443,0.0032,5,3,True
vm_01001,1001,0,3.14,303.14,430.23,427.09,0.15636,0.03058,0.0755,0.04492,0.13839,1.2207,0.0383,0.01143,0.00343,0.00643,0.01258,0.00556,0.00617,83,3,True
vm_02214,2214,0,7.66,307.66,13617.28,13609.62,0.12656,0.04327,0.07302,0.02975,0.11466,1.7628,0.0405,0.01603,0.00803,0.01103,0.01764,0.00219,0.01059,296,3,True
vm_00597,597,0,1.88,301.88,4107.88,4106.01,0.37369,0.03,0.08,0.14684,0.31495,0.7394,0.0156,0.01682,0.00482,0.00882,0.01766,0.00426,0.00864,78,2,True
vm_00544,544,0,1.7,301.7,6015.55,6013.86,0.05377,0.001,0.00944,0.02463,0.04638,1.3631,0.047,0.06302,0.02802,0.04302,0.06932,0.00692,0.04087,100,1,True
vm_00231,231,0,0.69,300.69,757.56,756.87,0.10359,0.002,0.01,0.052,0.08279,1.0904,0.0378,0.01668,0.00868,0.01168,0.01835,0.00562,0.01122,249,3,True
vm_00439,439,0,1.38,301.38,4240.08,4238.7,0.05877,0.001,0.01191,0.02603,0.05096,2.321,0.0408,0.04813,0.01313,0.02813,0.05294,0.01288,0.02672,16,1,True
vm_01668,1668,0,5.6,305.6,12323.52,12317.92,0.19996,0.05544,0.10705,0.05161,0.17931,1.9346,0.0429,0.01106,0.00306,0.00606,0.01217,0.00227,0.00582,264,3,True
vm_00728,728,0,2.25,302.25,4473.07,4470.82,0.31456,0.03,0.08,0.11728,0.26765,0.6994,0.0179,0.009,0.0005,0.001,0.00945,0.00339,0.00098,212,2,True
vm_00786,786,0,2.4,302.4,391.01,388.61,0.3681,0.03,0.13529,0.11641,0.32154,0.842,0.01,0.01088,0.0005,0.00288,0.01142,0.00086,0.00282,16,2,True
vm_00555,555,0,1.73,301.73,447.83,446.1,0.05049,0.001,0.01888,0.01756,0.04522,2.1983,0.0522,0.04441,0.00941,0.02441,0.04885,0.00397,0.02319,169,1,True
vm_00510,510,0,1.6,301.6,12484.41,12482.81,0.42602,0.07694,0.1933,0.11636,0.37948,0.628,0.0259,0.01764,0.00564,0.00964,0.01852,0.00294,0.00945,105,2,True
vm_00325,325,0,1.01,301.01,5645.06,5644.04,0.05004,0.001,0.0161,0.01886,0.04438,2.1958,0.0752,0.05199,0.01699,0.03199,0.05719,0.01405,0.03039,74,1,True
vm_00431,431,0,1.35,301.35,4379.45,4378.1,0.13247,0.02869,0.06575,0.03707,0.11764,1.0137,0.0263,0.01122,0.00322,0.00622,0.01235,0.00202,0.00598,143,3,True
vm_00375,375,0,1.17,301.17,319.59,318.42,0.71789,0.26541,0.41624,0.15083,0.65756,1.3568,0.0295,0.01719,0.00519,0.00919,0.01805,0.0045,0.009,276,2,True
vm_00528,528,0,1.64,301.64,6716.62,6714.98,0.05489,0.00988,0.02788,0.01501,0.05039,1.9672,0.0318,0.03649,0.005,0.01649,0.04014,0.01398,0.01566,233,1,True
vm_01269,1269,0,4.1,304.1,9433.38,9429.29,0.10116,0.002,0.01,0.05064,0.0809,1.9256,0.0122,0.01412,0.00612,0.00912,0.01554,0.00344,0.00876,252,3,True
vm_01273,1273,0,4.11,304.11,3494.54,3490.43,0.23554,0.12254,0.1629,0.04036,0.2194,1.3797,0.0152,0.01527,0.00727,0.01027,0.01679,0.00209,0.00986,50,3,True
vm_00298,298,0,0.94,300.94,530.54,529.6,0.29883,0.03,0.09476,0.10203,0.25801,0.5925,0.0111,0.01822,0.00622,0.01022,0.01913,0.00106,0.01001,128,2,True
vm_01264,1264,0,4.08,304.08,13985.96,13981.88,0.17819,0.02116,0.07724,0.05608,0.15575,1.6991,0.0337,0.00759,0.0005,0.00259,0.00835,0.00281,0.00249,10,3,True
vm_00240,240,0,0.71,300.71,6698.59,6697.87,0.46108,0.0398,0.18022,0.14043,0.40491,1.055,0.0262,0.02191,0.00991,0.01391,0.023,0.0046,0.01363,19,2,True
vm_00100,100,0,0.32,300.32,366.19,365.87,0.09791,0.04474,0.06601,0.01773,0.0926,1.6622,0.0287,0.06673,0.03173,0.04673,0.0734,0.00373,0.04439,217,1,True
vm_01832,1832,0,6.19,306.19,4345.21,4339.02,0.06166,0.001,0.01786,0.02433,0.05436,2.4857,0.0503,0.06524,0.03024,0.04524,0.07176,0.01465,0.04297,243,1,True
vm_00282,282,0,0.88,300.88,7116.34,7115.46,0.08135,0.00956,0.03828,0.02393,0.07418,1.7095,0.024,0.07124,0.03624,0.05124,0.07836,0.00902,0.04868,140,1,True
vm_00355,355,0,1.11,301.11,5952.35,5951.24,0.25615,0.03,0.08,0.08807,0.22092,0.571,0.0293,0.02034,0.00834,0.01234,0.02136,0.00471,0.01209,101,2,True
vm_00908,908,0,2.82,302.82,369.46,366.64,0.0947,0.002,0.01,0.04706,0.07588,1.0386,0.0157,0.01521,0.00721,0.01021,0.01673,0.00105,0.0098,182,3,True
vm_01592,1592,0,5.32,305.32,13129.87,13124.55,0.07446,0.03164,0.04877,0.01427,0.07018,1.9805,0.034,0.05955,0.02455,0.03955,0.0655,0.01179,0.03757,140,1,True
vm_01994,1994,0,6.8,306.8,604.35,597.54,0.1238,0.05801,0.08151,0.0235,0.11441,1.821,0.0193,0.01062,0.00262,0.00562,0.01168,0.0034,0.0054,10,3,True
vm_01338,1338,0,4.37,304.37,12745.62,12741.24,0.06342,0.00365,0.02756,0.01992,0.05744,1.4719,0.0674,0.06035,0.02535,0.04035,0.06639,0.00735,0.03834,26,1,True
vm_01104,1104,0,3.5,303.5,9255.92,9252.41,0.16799,0.053,0.09407,0.04107,0.15157,1.8069,0.0488,0.01881,0.01081,0.01381,0.02069,0.00169,0.01326,227,3,True
vm_01693,1693,0,5.68,305.68,736.67,730.98,0.05074,0.001,0.01669,0.01892,0.04506,1.7298,0.0459,0.06457,0.02957,0.04457,0.07103,0.00376,0.04234,75,1,True
vm_00648,648,0,2.0,302.0,12390.52,12388.53,0.0684,0.001,0.02528,0.02396,0.06122,1.2558,0.0529,0.05666,0.02166,0.03666,0.06232,0.0141,0.03482,7,1,True
vm_01172,1172,0,3.69,303.69,8672.67,8668.98,0.0852,0.002,0.01,0.04178,0.06849,1.9981,0.0378,0.01828,0.01028,0.01328,0.02011,0.00574,0.01275,203,3,True
vm_00125,125,0,0.41,300.41,3932.22,3931.81,0.09544,0.02037,0.0504,0.02502,0.08794,1.9941,0.0423,0.05092,0.01592,0.03092,0.05602,0.0143,0.02938,291,1,True
vm_01988,1988,0,6.77,306.77,9331.78,9325.01,0.42968,0.09902,0.20924,0.11022,0.38559,0.551,0.016,0.01548,0.00348,0.00748,0.01626,0.00409,0.00733,105,2,True
vm_00186,186,0,0.57,300.57,3974.38,3973.82,0.04628,0.0014,0.01935,0.01496,0.04179,2.4306,0.0605,0.0645,0.0295,0.0445,0.07095,0.00233,0.04228,113,1,True
vm_02269,2269,0,7.89,307.89,9658.24,9650.35,0.07106,0.01385,0.03674,0.01907,0.06534,2.464,0.0656,0.04935,0.01435,0.02935,0.05429,0.0055,0.02788,11,1,True
vm_01659,1659,0,5.58,305.58,12845.92,12840.34,0.04023,0.001,0.005,0.01957,0.03436,1.9751,0.0255,0.06507,0.03007,0.04507,0.07158,0.00928,0.04282,148,1,True
vm_01909,1909,0,6.42,306.42,4610.26,4603.84,0.1284,0.002,0.02089,0.05973,0.10451,1.7169,0.0429,0.01428,0.00628,0.00928,0.0157,0.00162,0.0089,9,3,True
vm_01902,1902,0,6.41,306.41,4180.2,4173.79,0.06789,0.001,0.02271,0.0251,0.06036,2.4469,0.0324,0.0494,0.0144,0.0294,0.05434,0.00752,0.02793,232,1,True
vm_00637,637,0,1.98,301.98,861.83,859.85,0.07112,0.02535,0.04365,0.01526,0.06654,1.5674,0.0757,0.0396,0.005,0.0196,0.04356,0.01377,0.01862,143,1,True
vm_00066,66,0,0.23,300.23,6197.14,6196.91,0.73282,0.28453,0.43396,0.14943,0.67305,1.1995,0.0095,0.01737,0.00537,0.00937,0.01824,0.00073,0.00918,168,2,True
vm_01209,1209,0,3.86,303.86,3120.24,3116.38,0.12276,0.002,0.03007,0.0515,0.10217,1.8596,0.0377,0.01075,0.00275,0.00575,0.01183,0.00187,0.00552,110,3,True
vm_00354,354,0,1.1,301.1,12013.98,12012.89,0.05521,0.001,0.01848,0.02041,0.04909,1.9403,0.0223,0.05697,0.02197,0.03697,0.06266,0.00325,0.03512,92,1,True
vm_01229,1229,0,3.93,303.93,10027.42,10023.49,0.12466,0.01458,0.0539,0.03931,0.10893,1.5587,0.0188,0.00906,0.00106,0.00406,0.00996,0.00311,0.0039,208,3,True
vm_01933,1933,0,6.53,306.53,13014.6,13008.07,0.07752,0.00673,0.03505,0.0236,0.07044,2.442,0.0266,0.06417,0.02917,0.04417,0.07058,0.00832,0.04196,55,1,True
vm_01162,1162,0,3.65,303.65,9343.22,9339.57,0.18282,0.0896,0.12289,0.03329,0.1695,1.6688,0.0481,0.01477,0.00677,0.00977,0.01625,0.0012,0.00938,113,3,True
vm_01533,1533,0,5.09,305.09,3872.61,3867.53,0.56055,0.14603,0.2842,0.13817,0.50528,0.5464,0.0152,0.01011,0.0005,0.00211,0.01062,0.00431,0.00207,197,2,True
vm_01076,1076,0,3.4,303.4,3215.85,3212.46,0.13016,0.00894,0.05223,0.04329,0.11284,1.2927,0.0153,0.01137,0.00337,0.00637,0.01251,0.00398,0.00611,20,3,True
vm_01133,1133,0,3.57,303.57,477.14,473.57,0.18197,0.04611,0.09464,0.04852,0.16256,1.1688,0.0463,0.01239,0.00439,0.00739,0.01363,0.00221,0.0071,86,3,True
vm_00050,50,0,0.17,300.17,753.58,753.41,0.10648,0.01971,0.05442,0.02892,0.09781,2.2045,0.0405,0.03808,0.005,0.01808,0.04189,0.01148,0.01718,103,1,True
vm_01256,1256,0,4.04,304.04,13069.35,13065.31,0.11582,0.00685,0.04577,0.03892,0.10026,1.0851,0.04,0.00812,0.0005,0.00312,0.00893,0.00124,0.00299,138,3,True
vm_00745,745,0,2.29,302.29,12250.54,12248.25,0.40033,0.03,0.13999,0.13017,0.34826,0.5983,0.0232,0.01136,0.0005,0.00336,0.01192,0.00111,0.00329,124,2,True
vm_01285,1285,0,4.16,304.16,713.07,708.91,0.1028,0.01815,0.04838,0.03023,0.0907,1.9146,0.0232,0.00919,0.00119,0.00419,0.0101,0.00305,0.00402,199,3,True
vm_00842,842,0,2.58,302.58,331.29,328.71,0.03536,0.001,0.005,0.01687,0.0303,1.2746,0.0465,0.06362,0.02862,0.04362,0.06998,0.01133,0.04144,87,1,True
vm_00220,220,0,0.66,300.66,368.67,368.0,0.07954,0.03719,0.05413,0.01412,0.07531,1.2679,0.0581,0.05031,0.01531,0.03031,0.05534,0.01013,0.02879,192,1,True
vm_01922,1922,0,6.47,306.47,378.8,372.33,0.05495,0.001,0.02114,0.01878,0.04932,1.874,0.0263,0.04458,0.00958,0.02458,0.04904,0.00203,0.02335,242,1,True
vm_00789,789,0,2.42,302.42,318.99,316.58,0.09867,0.002,0.01,0.04926,0.07897,1.8377,0.0322,0.01354,0.00554,0.00854,0.0149,0.00494,0.0082,24,3,True
vm_02091,2091,0,7.18,307.18,421.35,414.17,0.21042,0.08776,0.13156,0.04381,0.19289,1.3158,0.0358,0.01159,0.00359,0.00659,0.01275,0.00492,0.00632,252,3,True
vm_00024,24,0,0.1,300.1,336.81,336.71,0.09209,0.04575,0.06428,0.01545,0.08745,1.2082,0.049,0.09162,0.05662,0.07162,0.10079,0.00828,0.06804,151,1,True
vm_01818,1818,0,6.16,306.16,4978.51,4972.34,0.19122,0.05794,0.10554,0.0476,0.17218,1.0986,0.0493,0.0128,0.0048,0.0078,0.01408,0.00535,0.00749,156,3,True
vm_00213,213,0,0.65,300.65,11512.7,11512.05,0.73796,0.34114,0.47341,0.13227,0.68505,1.3671,0.0262,0.01439,0.00239,0.00639,0.01511,0.00225,0.00627,3,2,True
vm_02097,2097,0,7.2,307.2,455.96,448.75,0.16599,0.0695,0.10396,0.03446,0.15221,1.312,0.0327,0.01227,0.00427,0.00727,0.0135,0.00558,0.00698,2,3,True
vm_01565,1565,0,5.22,305.22,845.89,840.68,0.50178,0.08511,0.224,0.13889,0.44622,1.1208,0.0096,0.01279,0.00079,0.00479,0.01343,0.00273,0.00469,29,2,True
vm_00835,835,0,2.55,302.55,5174.59,5172.04,0.05005,0.001,0.01162,0.02135,0.04364,1.9386,0.0592,0.05348,0.01848,0.03348,0.05883,0.00307,0.03181,56,1,True
vm_02281,2281,0,7.95,307.95,8779.96,8772.01,0.05643,0.001,0.02133,0.0195,0.05058,2.1901,0.0503,0.04882,0.01382,0.02882,0.0537,0.01244,0.02738,45,1,True
vm_02155,2155,0,7.41,307.41,8801.54,8794.13,0.09837,0.002,0.01,0.04909,0.07873,1.6361,0.0174,0.01393,0.00593,0.00893,0.01532,0.00528,0.00857,169,3,True
vm_02194,2194,0,7.57,307.57,12651.63,12644.06,0.10375,0.002,0.01,0.05209,0.08292,1.7435,0.0383,0.01352,0.00552,0.00852,0.01487,0.00231,0.00818,86,3,True
vm_02082,2082,0,7.14,307.14,443.13,435.99,0.58027,0.21546,0.33707,0.1216,0.53163,0.7593,0.0281,0.01249,0.0005,0.00449,0.01311,0.00232,0.0044,279,2,True
vm_01609,1609,0,5.38,305.38,502.38,497.0,0.12372,0.002,0.02861,0.05284,0.10258,1.154,0.0215,0.01688,0.00888,0.01188,0.01857,0.00234,0.0114,188,3,True
vm_01794,1794,0,6.09,306.09,6022.95,6016.86,0.17061,0.04814,0.09188,0.04374,0.15311,1.0095,0.047,0.01755,0.00955,0.01255,0.01931,0.00388,0.01205,129,3,True
vm_00473,473,0,1.47,301.47,416.28,414.81,0.15725,0.07968,0.10739,0.0277,0.14617,1.0473,0.0348,0.0122,0.0042,0.0072,0.01342,0.00422,0.00691,254,3,True
vm_02222,2222,0,7.7,307.7,10375.04,10367.34,0.63656,0.28527,0.40236,0.1171,0.58972,1.3949,0.0081,0.02149,0.00949,0.01349,0.02257,0.00291,0.01322,157,2,True
vm_01388,1388,0,4.55,304.55,10959.88,10955.33,0.0866,0.00693,0.0388,0.02655,0.07863,2.4873,0.0708,0.06279,0.02779,0.04279,0.06906,0.00876,0.04065,260,1,True
vm_00846,846,0,2.6,302.6,365.89,363.28,0.02719,0.001,0.005,0.01233,0.0235,1.7276,0.027,0.05618,0.02118,0.03618,0.0618,0.00283,0.03437,76,1,True
vm_01827,1827,0,6.19,306.19,531.68,525.5,0.16426,0.002,0.04904,0.06401,0.13865,1.5729,0.0487,0.01645,0.00845,0.01145,0.01809,0.00459,0.01099,89,3,True
vm_00361,361,0,1.12,301.12,448.65,447.53,0.18391,0.05203,0.09913,0.0471,0.16507,1.1665,0.0206,0.01772,0.00972,0.01272,0.01949,0.0015,0.01221,180,3,True
vm_01691,1691,0,5.68,305.68,3894.01,3888.33,0.10044,0.002,0.01,0.05025,0.08034,1.6386,0.0493,0.01507,0.00707,0.01007,0.01658,0.00428,0.00967,177,3,True
vm_00352,352,0,1.09,301.09,14354.7,14353.61,0.05735,0.001,0.02012,0.02069,0.05115,1.5553,0.0417,0.05978,0.02478,0.03978,0.06575,0.00213,0.03779,83,1,True
vm_01386,1386,0,4.55,304.55,4404.12,4399.57,0.1105,0.002,0.03541,0.04172,0.09381,1.1219,0.0352,0.01742,0.00942,0.01242,0.01916,0.00263,0.01192,119,3,True
vm_01948,1948,0,6.6,306.6,12384.53,12377.92,0.08081,0.0159,0.04187,0.02163,0.07432,2.1655,0.0637,0.06056,0.02556,0.04056,0.06661,0.00471,0.03853,32,1,True
vm_00211,211,0,0.64,300.64,6746.56,6745.92,0.16387,0.00368,0.06089,0.05721,0.14098,1.1032,0.0206,0.01956,0.01156,0.01456,0.02152,0.00505,0.01398,4,3,True
vm_00858,858,0,2.63,302.63,8034.93,8032.3,0.07251,0.01299,0.0368,0.01984,0.06655,1.9686,0.0774,0.06384,0.02884,0.04384,0.07023,0.0048,0.04165,57,1,True
vm_02176,2176,0,7.48,307.48,1837.51,1830.04,0.10471,0.002,0.01,0.05262,0.08366,1.6896,0.0287,0.01315,0.00515,0.00815,0.01447,0.00134,0.00783,130,3,True
vm_01129,1129,0,3.56,303.56,8212.53,8208.98,0.04398,0.001,0.00671,0.0207,0.03777,1.3756,0.0751,0.07052,0.03552,0.05052,0.07757,0.01034,0.04799,166,1,True
vm_00300,300,0,0.94,300.94,693.47,692.53,0.14834,0.03256,0.07391,0.04135,0.1318,1.1617,0.0144,0.0117,0.0037,0.0067,0.01287,0.00433,0.00643,67,3,True
vm_00307,307,0,0.96,300.96,8091.92,8090.96,0.07919,0.00653,0.03559,0.02422,0.07192,1.7725,0.0769,0.06313,0.02813,0.04313,0.06944,0.01449,0.04097,156,1,True
vm_01310,1310,0,4.24,304.24,6816.25,6812.01,0.64886,0.20755,0.35466,0.1471,0.59002,0.6623,0.0185,0.01777,0.00577,0.00977,0.01866,0.00157,0.00958,165,2,True
vm_01606,1606,0,5.38,305.38,8006.12,8000.74,0.09621,0.00161,0.03945,0.03153,0.08675,1.4591,0.0378,0.05849,0.02349,0.03849,0.06434,0.00778,0.03656,98,1,True
vm_00638,638,0,1.98,301.98,12431.87,12429.89,0.14161,0.01803,0.06217,0.04413,0.12396,1.073,0.0468,0.0128,0.0048,0.0078,0.01408,0.00327,0.00749,62,3,True
vm_00119,119,0,0.38,300.38,10380.21,10379.82,0.06333,0.01294,0.03309,0.0168,0.05829,2.159,0.0215,0.05903,0.02403,0.03903,0.06493,0.01397,0.03708,55,1,True
vm_00221,221,0,0.67,300.67,3137.79,3137.12,0.111,0.00944,0.04571,0.03627,0.09649,1.0112,0.037,0.01375,0.00575,0.00875,0.01512,0.00525,0.0084,138,3,True
vm_02123,2123,0,7.3,307.3,13844.85,13837.55,0.15517,0.002,0.04762,0.05975,0.13127,1.6148,0.0316,0.00999,0.00199,0.00499,0.01099,0.001,0.00479,96,3,True
vm_01302,1302,0,4.22,304.22,412.58,408.36,0.48576,0.05494,0.19855,0.14361,0.42832,0.6663,0.0119,0.009,0.0005,0.001,0.00945,0.00218,0.00098,180,2,True
vm_02015,2015,0,6.87,306.87,2894.67,2887.8,0.05348,0.02953,0.03911,0.00798,0.05109,2.2028,0.0476,0.07716,0.04216,0.05716,0.08487,0.00696,0.0543,50,1,True
vm_00238,238,0,0.7,300.7,6192.01,6191.31,0.58072,0.21188,0.33483,0.12294,0.53154,0.5631,0.0186,0.02505,0.01305,0.01705,0.0263,0.00074,0.0167,261,2,True
vm_02053,2053,0,7.02,307.02,334.64,327.61,0.15666,0.10535,0.12368,0.01832,0.14933,1.8695,0.0115,0.01009,0.00209,0.00509,0.0111,0.00399,0.00489,97,3,True
vm_01878,1878,0,6.33,306.33,8776.24,8769.9,0.04902,0.001,0.005,0.02446,0.04169,1.7712,0.0683,0.04411,0.00911,0.02411,0.04852,0.00883,0.0229,138,1,True
vm_00556,556,0,1.73,301.73,631.45,629.72,0.61458,0.19443,0.33448,0.14005,0.55856,1.3228,0.0053,0.01647,0.00447,0.00847,0.01729,0.00098,0.0083,256,2,True
vm_01112,1112,0,3.51,303.51,836.02,832.5,0.05634,0.001,0.01374,0.02367,0.04924,2.285,0.0785,0.06111,0.02611,0.04111,0.06722,0.01155,0.03905,152,1,True
vm_01259,1259,0,4.06,304.06,14075.94,14071.88,0.12578,0.002,0.03511,0.05037,0.10563,1.073,0.0386,0.01068,0.00268,0.00568,0.01175,0.00304,0.00545,167,3,True
vm_00927,927,0,2.87,302.87,2053.31,2050.44,0.18554,0.07606,0.11516,0.0391,0.1699,1.5566,0.0142,0.02031,0.01231,0.01531,0.02234,0.00253,0.0147,97,3,True
vm_00603,603,0,1.89,301.89,8613.08,8611.18,0.0697,0.01251,0.03538,0.01906,0.06398,1.6257,0.0661,0.04835,0.01335,0.02835,0.05318,0.00342,0.02693,250,1,True
vm_00479,479,0,1.5,301.5,414.35,412.85,0.05259,0.001,0.01885,0.01874,0.04697,1.7901,0.0314,0.066,0.031,0.046,0.0726,0.00489,0.0437,147,1,True
vm_01546,1546,0,5.14,305.14,738.04,732.9,0.58529,0.17967,0.31488,0.13521,0.53121,1.125,0.0099,0.01645,0.00445,0.00845,0.01727,0.00104,0.00828,189,2,True
vm_00904,904,0,2.8,302.8,872.08,869.28,0.14714,0.05145,0.08562,0.03418,0.13347,1.6747,0.0174,0.01439,0.00639,0.00939,0.01583,0.00106,0.00901,36,3,True
vm_00890,890,0,2.75,302.75,537.94,535.19,0.0677,0.001,0.02157,0.02563,0.06001,1.4273,0.0654,0.0538,0.0188,0.0338,0.05918,0.00801,0.03211,276,1,True
vm_00496,496,0,1.56,301.56,9473.09,9471.53,0.53242,0.17421,0.29362,0.1194,0.48466,1.17,0.0182,0.01542,0.00342,0.00742,0.01619,0.00249,0.00727,163,2,True
vm_00014,14,0,0.04,300.04,11722.63,11722.59,0.12156,0.002,0.03193,0.04979,0.10164,1.9375,0.0331,0.01581,0.00781,0.01081,0.01739,0.00383,0.01038,174,3,True
vm_00362,362,0,1.12,301.12,820.23,819.1,0.09277,0.002,0.01,0.04599,0.07438,1.0986,0.0214,0.01306,0.00506,0.00806,0.01437,0.00153,0.00774,63,3,True
vm_01612,1612,0,5.39,305.39,8877.66,8872.27,0.15091,0.002,0.04552,0.05855,0.12749,1.0812,0.0386,0.01537,0.00737,0.01037,0.01691,0.00166,0.00996,188,3,True
vm_00297,297,0,0.93,300.93,607.83,606.9,0.38934,0.0954,0.19338,0.09798,0.35015,0.7407,0.017,0.01532,0.00332,0.00732,0.01609,0.00425,0.00718,61,2,True
vm_01171,1171,0,3.69,303.69,13738.17,13734.48,0.45986,0.15397,0.25593,0.10196,0.41907,0.814,0.024,0.01242,0.0005,0.00442,0.01304,0.00211,0.00433,19,2,True
vm_00737,737,0,2.28,302.28,12956.46,12954.18,0.18738,0.01629,0.07739,0.0611,0.16294,1.2269,0.0453,0.01337,0.00537,0.00837,0.01471,0.00357,0.00804,232,3,True
vm_01755,1755,0,5.93,305.93,12549.34,12543.41,0.11399,0.002,0.01,0.05777,0.09088,1.7168,0.0268,0.01702,0.00902,0.01202,0.01872,0.00583,0.01154,9,3,True
vm_00410,410,0,1.29,301.29,629.77,628.47,0.1769,0.02084,0.07657,0.05573,0.1546,1.7767,0.0117,0.01861,0.01061,0.01361,0.02047,0.00121,0.01307,298,3,True
vm_01341,1341,0,4.39,304.39,833.66,829.26,0.15732,0.04006,0.08194,0.04188,0.14057,1.4171,0.0154,0.0165,0.0085,0.0115,0.01815,0.00213,0.01104,63,3,True
vm_01947,1947,0,6.59,306.59,9196.87,9190.27,0.08595,0.02989,0.05232,0.01868,0.08034,2.2328,0.023,0.05605,0.02105,0.03605,0.06165,0.00685,0.03425,207,1,True
vm_01561,1561,0,5.19,305.19,7916.68,7911.49,0.16188,0.01061,0.06464,0.05402,0.14027,1.8233,0.0232,0.01564,0.00764,0.01064,0.0172,0.00369,0.01021,18,3,True
vm_00388,388,0,1.22,301.22,11081.79,11080.57,0.09547,0.002,0.02452,0.03942,0.07971,1.4969,0.0336,0.01113,0.00313,0.00613,0.01225,0.00487,0.00589,203,3,True
vm_01779,1779,0,6.02,306.02,8689.09,8683.07,0.03879,0.001,0.00594,0.01825,0.03332,1.5322,0.0667,0.06166,0.02666,0.04166,0.06782,0.00284,0.03957,5,1,True
vm_01777,1777,0,6.01,306.01,6724.8,6718.79,0.0459,0.001,0.01374,0.01786,0.04054,2.3385,0.0671,0.04904,0.01404,0.02904,0.05394,0.00887,0.02758,218,1,True
vm_01874,1874,0,6.32,306.32,13241.0,13234.68,0.11145,0.002,0.0362,0.0418,0.09473,1.0976,0.0155,0.00967,0.00167,0.00467,0.01064,0.00228,0.00449,45,3,True
vm_02253,2253,0,7.84,307.84,382.09,374.25,0.14398,0.01132,0.0587,0.04738,0.12503,1.7871,0.0435,0.0152,0.0072,0.0102,0.01673,0.00224,0.0098,230,3,True
vm_00383,383,0,1.2,301.2,4091.84,4090.64,0.4496,0.14214,0.24463,0.10249,0.4086,1.3395,0.0064,0.01449,0.00249,0.00649,0.01522,0.00103,0.00636,100,2,True
vm_00880,880,0,2.71,302.71,12786.82,12784.1,0.19415,0.04247,0.09664,0.05417,0.17248,1.4441,0.0461,0.01367,0.00567,0.00867,0.01504,0.00484,0.00833,69,3,True
