vm_id,job_id,task_index,start_time,end_time,total_end_time,duration,cpu_max,cpu_min,cpu_avg,cpu_std,cpu_p95,cpi,mai,mem_max,mem_min,mem_avg,mem_assigned,mem_page_cache,mem_canonical,priority,true_cluster,is_ml_set
vm_01924,1924,0,6.48,306.48,4356.52,4350.04,0.13189,0.03461,0.06935,0.03474,0.11799,1.6836,0.0261,0.01341,0.00541,0.00841,0.01475,0.00375,0.00807,113,3,True
vm_01925,1925,0,6.48,306.48,608.32,601.84,0.06403,0.00582,0.02911,0.0194,0.05821,2.1476,0.0577,0.07615,0.04115,0.05615,0.08377,0.00179,0.05334,272,1,True
vm_01926,1926,0,6.49,306.49,824.87,818.39,0.12484,0.02996,0.06385,0.03388,0.11129,1.5297,0.0424,0.01233,0.00433,0.00733,0.01356,0.00264,0.00704,119,3,True
vm_01927,1927,0,6.49,306.49,5009.11,5002.62,0.05284,0.001,0.01019,0.02369,0.04573,1.5622,0.0687,0.05037,0.01537,0.03037,0.05541,0.01239,0.02886,188,1,True
vm_01928,1928,0,6.51,306.51,486.42,479.91,0.60006,0.14775,0.29852,0.15077,0.53976,1.1355,0.0199,0.01996,0.00796,0.01196,0.02096,0.00315,0.01172,45,2,True
vm_01929,1929,0,6.51,306.51,478.07,471.55,0.34019,0.03,0.08,0.13009,0.28815,1.3573,0.0129,0.01386,0.00186,0.00586,0.01455,0.00433,0.00574,242,2,True
vm_01930,1930,0,6.52,306.52,422.57,416.06,0.12656,0.00249,0.0468,0.04431,0.10883,1.3871,0.0258,0.01368,0.00568,0.00868,0.01505,0.00499,0.00833,49,3,True
vm_01931,1931,0,6.53,306.53,11745.75,11739.22,0.38058,0.03,0.1136,0.13349,0.32718,1.3318,0.0157,0.01372,0.00172,0.00572,0.01441,0.00351,0.00561,10,2,True
vm_01932,1932,0,6.53,306.53,539.93,533.4,0.43056,0.12652,0.22787,0.10135,0.39002,0.9593,0.0187,0.01211,0.0005,0.00411,0.01271,0.00085,0.00402,47,2,True
vm_01933,1933,0,6.53,306.53,13014.6,13008.07,0.07752,0.00673,0.03505,0.0236,0.07044,2.442,0.0266,0.06417,0.02917,0.04417,0.07058,0.00832,0.04196,55,1,True
vm_01934,1934,0,6.54,306.54,11092.8,11086.26,0.07404,0.001,0.02941,0.0248,0.0666,1.766,0.0716,0.04651,0.01151,0.02651,0.05116,0.00561,0.02518,7,1,True
vm_01935,1935,0,6.54,306.54,12296.64,12290.1,0.07854,0.01173,0.03845,0.02227,0.07186,1.4604,0.0475,0.05459,0.01959,0.03459,0.06005,0.00368,0.03286,13,1,True
vm_01936,1936,0,6.54,306.54,6688.17,6681.63,0.12581,0.05458,0.08002,0.02544,0.11564,1.5703,0.0133,0.01497,0.00697,0.00997,0.01647,0.00276,0.00957,214,3,True
vm_01937,1937,0,6.54,306.54,14069.83,14063.29,0.11005,0.002,0.01466,0.053,0.08886,1.037,0.0157,0.01806,0.01006,0.01306,0.01987,0.00131,0.01254,244,3,True
vm_01938,1938,0,6.54,306.54,5664.51,5657.97,0.13188,0.00606,0.051,0.04494,0.11391,1.2461,0.048,0.0177,0.0097,0.0127,0.01947,0.00145,0.01219,53,3,True
vm_01939,1939,0,6.54,306.54,11156.23,11149.69,0.06277,0.001,0.005,0.0321,0.05314,1.6927,0.061,0.0652,0.0302,0.0452,0.07171,0.00736,0.04294,272,1,True
vm_01940,1940,0,6.55,306.55,4790.27,4783.72,0.12301,0.002,0.03762,0.04744,0.10404,1.3059,0.0287,0.01069,0.00269,0.00569,0.01176,0.00506,0.00546,130,3,True
vm_01941,1941,0,6.55,306.55,8447.87,8441.32,0.20428,0.04401,0.10125,0.05724,0.18138,1.5855,0.022,0.01402,0.00602,0.00902,0.01543,0.00406,0.00866,8,3,True
vm_01942,1942,0,6.55,306.55,3843.12,3836.57,0.50591,0.06848,0.21429,0.14581,0.44758,0.942,0.0165,0.01371,0.00171,0.00571,0.01439,0.0012,0.00559,211,2,True
vm_01943,1943,0,6.56,306.56,11055.96,11049.4,0.07754,0.01748,0.0415,0.02002,0.07154,1.4306,0.0645,0.06123,0.02623,0.04123,0.06736,0.01386,0.03917,121,1,True
vm_01944,1944,0,6.56,306.56,391.89,385.33,0.09412,0.002,0.01,0.04673,0.07543,1.6862,0.0225,0.00933,0.00133,0.00433,0.01026,0.00204,0.00416,113,3,True
vm_01945,1945,0,6.57,306.57,2493.66,2487.09,0.17754,0.03165,0.08375,0.0521,0.1567,1.6132,0.0425,0.01652,0.00852,0.01152,0.01817,0.00098,0.01106,19,3,True
vm_01946,1946,0,6.59,306.59,577.47,570.88,0.07029,0.03329,0.04809,0.01234,0.06659,1.8767,0.0793,0.08418,0.04918,0.06418,0.0926,0.01328,0.06097,20,1,True
vm_01947,1947,0,6.59,306.59,9196.87,9190.27,0.08595,0.02989,0.05232,0.01868,0.08034,2.2328,0.023,0.05605,0.02105,0.03605,0.06165,0.00685,0.03425,207,1,True
vm_01948,1948,0,6.6,306.6,12384.53,12377.92,0.08081,0.0159,0.04187,0.02163,0.07432,2.1655,0.0637,0.06056,0.02556,0.04056,0.06661,0.00471,0.03853,32,1,True
vm_01949,1949,0,6.6,306.6,3785.88,3779.28,0.15476,0.03651,0.07874,0.04223,0.13786,1.3152,0.0133,0.0152,0.0072,0.0102,0.01672,0.00196,0.00979,132,3,True
vm_01950,1950,0,6.6,306.6,630.8,624.19,0.03848,0.001,0.00569,0.01822,0.03302,2.3764,0.0552,0.05711,0.02211,0.03711,0.06282,0.00954,0.03525,190,1,True
vm_01951,1951,0,6.61,306.61,404.91,398.3,0.08979,0.0081,0.04078,0.02723,0.08162,2.3339,0.0488,0.04966,0.01466,0.02966,0.05462,0.00428,0.02817,25,1,True
vm_01952,1952,0,6.61,306.61,851.17,844.56,0.12106,0.01744,0.05444,0.03701,0.10626,1.858,0.0196,0.01249,0.00449,0.00749,0.01374,0.00519,0.00719,88,3,True
vm_01953,1953,0,6.61,306.61,4566.99,4560.38,0.32404,0.03,0.08,0.12202,0.27523,1.0397,0.0294,0.01131,0.0005,0.00331,0.01188,0.00126,0.00325,91,2,True
vm_01954,1954,0,6.62,306.62,12851.87,12845.25,0.07977,0.002,0.01,0.03876,0.06427,1.9514,0.0137,0.01514,0.00714,0.01014,0.01665,0.00184,0.00973,32,3,True
vm_01955,1955,0,6.63,306.63,4805.63,4799.0,0.04496,0.01309,0.02584,0.01063,0.04178,1.4339,0.0479,0.05526,0.02026,0.03526,0.06079,0.00767,0.0335,237,1,True
vm_01956,1956,0,6.64,306.64,763.93,757.29,0.56565,0.19272,0.31703,0.12431,0.51593,0.8051,0.0257,0.018,0.006,0.01,0.0189,0.0008,0.0098,17,2,True
vm_01957,1957,0,6.64,306.64,2983.22,2976.58,0.07539,0.001,0.02306,0.02907,0.06667,2.1242,0.0321,0.05635,0.02135,0.03635,0.06198,0.00227,0.03453,273,1,True
vm_01958,1958,0,6.64,306.64,9348.81,9342.17,0.16124,0.002,0.05231,0.06052,0.13704,1.5845,0.0366,0.0127,0.0047,0.0077,0.01397,0.00529,0.00739,288,3,True
vm_01959,1959,0,6.64,306.64,490.43,483.78,0.31603,0.03,0.08,0.11801,0.26882,0.5034,0.0272,0.01432,0.00232,0.00632,0.01503,0.0011,0.00619,26,2,True
vm_01960,1960,0,6.67,306.67,469.09,462.43,0.19072,0.01679,0.07891,0.06212,0.16588,1.0946,0.0144,0.01122,0.00322,0.00622,0.01234,0.00154,0.00597,107,3,True
vm_01961,1961,0,6.67,306.67,12214.14,12207.47,0.43541,0.04602,0.17582,0.1298,0.38349,0.5426,0.0257,0.009,0.0005,0.001,0.00945,0.00061,0.00098,225,2,True
vm_01962,1962,0,6.67,306.67,1885.4,1878.72,0.07418,0.002,0.01,0.03565,0.05991,1.9647,0.0364,0.00999,0.00199,0.00499,0.01099,0.00363,0.00479,18,3,True
vm_01963,1963,0,6.68,306.68,822.89,816.21,0.03465,0.001,0.00798,0.01482,0.03021,1.5213,0.0447,0.05623,0.02123,0.03623,0.06185,0.00972,0.03442,222,1,True
vm_01964,1964,0,6.68,306.68,4098.62,4091.94,0.11043,0.002,0.03202,0.04356,0.093,1.0625,0.022,0.01246,0.00446,0.00746,0.01371,0.00516,0.00716,280,3,True
vm_01965,1965,0,6.69,306.69,356.32,349.64,0.12298,0.002,0.04482,0.04342,0.10561,1.8414,0.0452,0.00737,0.0005,0.00237,0.0081,0.00326,0.00227,103,3,True
vm_01966,1966,0,6.69,306.69,9895.41,9888.72,0.05922,0.00476,0.02654,0.01815,0.05377,2.1763,0.0304,0.05329,0.01829,0.03329,0.05862,0.00283,0.03163,288,1,True
vm_01967,1967,0,6.7,306.7,407.44,400.74,0.45183,0.08497,0.20726,0.12229,0.40292,0.6735,0.027,0.01711,0.00511,0.00911,0.01797,0.0019,0.00893,36,2,True
vm_01968,1968,0,6.7,306.7,797.57,790.87,0.61529,0.11556,0.28214,0.16658,0.54866,1.3881,0.0196,0.02012,0.00812,0.01212,0.02113,0.00409,0.01188,243,2,True
vm_01969,1969,0,6.7,306.7,6179.24,6172.53,0.03943,0.02313,0.02965,0.00543,0.0378,1.5663,0.0371,0.06568,0.03068,0.04568,0.07225,0.01273,0.0434,42,1,True
vm_01970,1970,0,6.7,306.7,517.76,511.05,0.15553,0.002,0.0537,0.05657,0.1329,1.4472,0.0122,0.01594,0.00794,0.01094,0.01753,0.00409,0.0105,125,3,True
vm_01971,1971,0,6.71,306.71,12804.9,12798.19,0.0638,0.0067,0.02954,0.01903,0.05809,1.7897,0.0608,0.045,0.01,0.025,0.0495,0.00898,0.02375,8,1,True
vm_01972,1972,0,6.71,306.71,7065.0,7058.29,0.11025,0.03703,0.06632,0.02441,0.10293,2.2115,0.0732,0.07287,0.03787,0.05287,0.08016,0.00469,0.05023,13,1,True
vm_01973,1973,0,6.72,306.72,5720.66,5713.95,0.52875,0.03,0.17719,0.17578,0.45843,1.0828,0.0098,0.01683,0.00483,0.00883,0.01767,0.0015,0.00865,130,2,True
vm_01974,1974,0,6.72,306.72,749.74,743.02,0.08106,0.002,0.01,0.03948,0.06527,1.3796,0.0187,0.01363,0.00563,0.00863,0.015,0.00191,0.00829,183,3,True
vm_01975,1975,0,6.73,306.73,675.92,669.19,0.05713,0.001,0.02221,0.0194,0.05131,1.4036,0.0411,0.07377,0.03877,0.05377,0.08115,0.00193,0.05108,281,1,True
vm_01976,1976,0,6.73,306.73,11136.5,11129.78,0.09217,0.03552,0.05818,0.01888,0.0865,2.1459,0.0324,0.05378,0.01878,0.03378,0.05916,0.00941,0.03209,52,1,True
vm_01977,1977,0,6.73,306.73,10665.78,10659.05,0.15067,0.002,0.05279,0.05437,0.12892,1.1225,0.0307,0.01397,0.00597,0.00897,0.01537,0.00528,0.00861,40,3,True
vm_01978,1978,0,6.73,306.73,8711.0,8704.27,0.12905,0.0521,0.07958,0.02748,0.11806,1.2013,0.0212,0.01504,0.00704,0.01004,0.01654,0.00309,0.00964,20,3,True
vm_01979,1979,0,6.74,306.74,879.46,872.72,0.09992,0.02388,0.05104,0.02716,0.08906,1.9855,0.011,0.00911,0.00111,0.00411,0.01002,0.00513,0.00395,294,3,True
vm_01980,1980,0,6.74,306.74,334.68,327.94,0.09544,0.03282,0.05787,0.02087,0.08918,1.6219,0.0602,0.06129,0.02629,0.04129,0.06742,0.01284,0.03923,207,1,True
vm_01981,1981,0,6.75,306.75,797.69,790.94,0.49735,0.06062,0.2062,0.14558,0.43912,0.7157,0.0173,0.01201,0.0005,0.00401,0.01261,0.00439,0.00393,150,2,True
vm_01982,1982,0,6.75,306.75,9352.95,9346.2,0.12574,0.01083,0.05187,0.04104,0.10932,1.7261,0.0276,0.01267,0.00467,0.00767,0.01394,0.00485,0.00737,68,3,True
vm_01983,1983,0,6.76,306.76,7150.37,7143.61,0.12894,0.01596,0.05631,0.04035,0.1128,1.1229,0.0426,0.0147,0.0067,0.0097,0.01617,0.00245,0.00932,300,3,True
vm_01984,1984,0,6.76,306.76,4331.33,4324.57,0.2007,0.10571,0.13964,0.03393,0.18713,1.6777,0.0441,0.01368,0.00568,0.00868,0.01505,0.00417,0.00833,26,3,True
vm_01985,1985,0,6.76,306.76,10108.14,10101.38,0.09495,0.002,0.03215,0.03489,0.081,1.9852,0.032,0.01737,0.00937,0.01237,0.0191,0.00141,0.01187,115,3,True
vm_01986,1986,0,6.77,306.77,5048.96,5042.19,0.18063,0.002,0.06139,0.06624,0.15413,1.9309,0.03,0.01336,0.00536,0.00836,0.0147,0.00236,0.00803,141,3,True
vm_01987,1987,0,6.77,306.77,2752.87,2746.11,0.10666,0.02921,0.06019,0.02582,0.09892,1.6727,0.0551,0.0739,0.0389,0.0539,0.08129,0.00665,0.0512,40,1,True
vm_01988,1988,0,6.77,306.77,9331.78,9325.01,0.42968,0.09902,0.20924,0.11022,0.38559,0.551,0.016,0.01548,0.00348,0.00748,0.01626,0.00409,0.00733,105,2,True
vm_01989,1989,0,6.78,306.78,875.5,868.72,0.0693,0.001,0.02424,0.02504,0.06179,2.3097,0.028,0.051,0.016,0.031,0.0561,0.0046,0.02945,73,1,True
vm_01990,1990,0,6.78,306.78,753.83,747.05,0.16923,0.002,0.05974,0.06082,0.1449,1.2324,0.0268,0.01296,0.00496,0.00796,0.01425,0.00245,0.00764,59,3,True
vm_01991,1991,0,6.79,306.79,4262.83,4256.05,0.05835,0.01039,0.02957,0.01599,0.05355,2.3865,0.0439,0.06092,0.02592,0.04092,0.06701,0.01086,0.03887,297,1,True
vm_01992,1992,0,6.79,306.79,589.72,582.92,0.07122,0.001,0.02906,0.02342,0.0642,1.6478,0.0649,0.05037,0.01537,0.03037,0.05541,0.00398,0.02885,121,1,True
vm_01993,1993,0,6.8,306.8,9099.68,9092.88,0.21862,0.04143,0.10471,0.06328,0.19331,1.5902,0.0289,0.01394,0.00594,0.00894,0.01533,0.00392,0.00858,202,3,True
vm_01994,1994,0,6.8,306.8,604.35,597.54,0.1238,0.05801,0.08151,0.0235,0.11441,1.821,0.0193,0.01062,0.00262,0.00562,0.01168,0.0034,0.0054,10,3,True
vm_01995,1995,0,6.81,306.81,309.59,302.79,0.07012,0.01102,0.03466,0.0197,0.06421,2.1767,0.0252,0.07096,0.03596,0.05096,0.07806,0.01407,0.04841,146,1,True
vm_01996,1996,0,6.81,306.81,740.1,733.28,0.09175,0.002,0.0212,0.0392,0.07607,1.5882,0.0212,0.01229,0.00429,0.00729,0.01352,0.00257,0.00699,215,3,True
vm_01997,1997,0,6.81,306.81,524.35,517.53,0.03073,0.001,0.005,0.01429,0.02644,1.5484,0.0377,0.05887,0.02387,0.03887,0.06475,0.01225,0.03692,13,1,True
vm_01998,1998,0,6.82,306.82,2625.85,2619.03,0.52019,0.14586,0.27063,0.12478,0.47028,1.1514,0.0149,0.01525,0.00325,0.00725,0.01601,0.00224,0.0071,66,2,True
vm_01999,1999,0,6.83,306.83,9138.33,9131.5,0.10345,0.02911,0.05885,0.02478,0.09602,2.2831,0.028,0.03998,0.005,0.01998,0.04398,0.01374,0.01898,179,1,True
vm_02000,2000,0,6.83,306.83,9522.05,9515.21,0.095,0.01653,0.04791,0.02616,0.08715,1.573,0.0606,0.06506,0.03006,0.04506,0.07156,0.01141,0.0428,241,1,True
vm_02001,2001,0,6.83,306.83,615.8,608.96,0.17386,0.09008,0.12,0.02992,0.16189,1.3832,0.0293,0.01559,0.00759,0.01059,0.01715,0.00461,0.01016,159,3,True
vm_02002,2002,0,6.84,306.84,634.9,628.06,0.40893,0.03,0.11026,0.14934,0.34919,1.1963,0.0057,0.00952,0.0005,0.00152,0.00999,0.00166,0.00149,9,2,True
vm_02003,2003,0,6.84,306.84,9417.33,9410.5,0.20077,0.05386,0.10633,0.05247,0.17979,1.6632,0.046,0.01512,0.00712,0.01012,0.01664,0.00412,0.00972,123,3,True
vm_02004,2004,0,6.84,306.84,521.02,514.18,0.27632,0.13255,0.1839,0.05135,0.25579,1.2113,0.0251,0.01323,0.00523,0.00823,0.01455,0.00305,0.0079,272,3,True
vm_02005,2005,0,6.85,306.85,5419.71,5412.87,0.41278,0.03,0.12229,0.14525,0.35468,1.264,0.0124,0.01578,0.00378,0.00778,0.01657,0.00253,0.00763,240,2,True
vm_02006,2006,0,6.85,306.85,701.24,694.4,0.08117,0.02143,0.04532,0.01991,0.0752,1.2304,0.0247,0.04152,0.00652,0.02152,0.04568,0.00418,0.02045,142,1,True
vm_02007,2007,0,6.85,306.85,727.11,720.25,0.07731,0.002,0.01672,0.03366,0.06384,1.8295,0.0331,0.01206,0.00406,0.00706,0.01326,0.00137,0.00677,166,3,True
vm_02008,2008,0,6.85,306.85,382.75,375.89,0.02681,0.001,0.00789,0.01051,0.02366,1.5243,0.0302,0.06299,0.02799,0.04299,0.06929,0.00644,0.04084,56,1,True
vm_02009,2009,0,6.86,306.86,415.88,409.02,0.0866,0.00988,0.04057,0.02557,0.07893,1.7094,0.0202,0.06516,0.03016,0.04516,0.07168,0.00996,0.04291,137,1,True
vm_02010,2010,0,6.86,306.86,6391.91,6385.05,0.07278,0.006,0.03271,0.02226,0.0661,1.3878,0.0579,0.06306,0.02806,0.04306,0.06937,0.00342,0.04091,16,1,True
vm_02011,2011,0,6.86,306.86,4343.82,4336.96,0.19891,0.05413,0.10584,0.05171,0.17823,1.1654,0.0484,0.01708,0.00908,0.01208,0.01878,0.00201,0.01159,272,3,True
vm_02012,2012,0,6.86,306.86,12510.99,12504.13,0.10618,0.002,0.01573,0.05025,0.08608,1.9449,0.0242,0.013,0.005,0.008,0.0143,0.0056,0.00768,2,3,True
vm_02013,2013,0,6.87,306.87,12299.7,12292.83,0.06039,0.001,0.005,0.03077,0.05116,2.158,0.0573,0.05348,0.01848,0.03348,0.05882,0.00741,0.0318,242,1,True
vm_02014,2014,0,6.87,306.87,664.83,657.96,0.37293,0.10483,0.1942,0.08937,0.33719,1.1863,0.0137,0.009,0.0005,0.001,0.00945,0.00278,0.00098,107,2,True
vm_02015,2015,0,6.87,306.87,2894.67,2887.8,0.05348,0.02953,0.03911,0.00798,0.05109,2.2028,0.0476,0.07716,0.04216,0.05716,0.08487,0.00696,0.0543,50,1,True
vm_02016,2016,0,6.88,306.88,884.6,877.72,0.04845,0.001,0.01443,0.0189,0.04278,2.3865,0.0632,0.06593,0.03093,0.04593,0.07252,0.00681,0.04363,173,1,True
vm_02017,2017,0,6.88,306.88,7218.36,7211.48,0.10239,0.00579,0.04029,0.0345,0.08859,1.1238,0.0391,0.01079,0.00279,0.00579,0.01187,0.00473,0.00556,115,3,True
vm_02018,2018,0,6.89,306.89,840.47,833.58,0.05553,0.001,0.01518,0.02242,0.0488,2.1738,0.0703,0.057,0.022,0.037,0.0627,0.00455,0.03515,182,1,True
vm_02019,2019,0,6.89,306.89,10894.03,10887.14,0.04722,0.001,0.01017,0.02058,0.04105,2.1189,0.0516,0.0548,0.0198,0.0348,0.06028,0.01067,0.03306,153,1,True
vm_02020,2020,0,6.89,306.89,2220.33,2213.44,0.17511,0.02901,0.08119,0.05218,0.15424,1.4566,0.0284,0.01549,0.00749,0.01049,0.01704,0.00358,0.01007,246,3,True
vm_02021,2021,0,6.9,306.9,804.58,797.67,0.14934,0.03643,0.08159,0.03763,0.13805,1.4283,0.0766,0.07805,0.04305,0.05805,0.08585,0.00246,0.05515,75,1,True
vm_02022,2022,0,6.91,306.91,2928.83,2921.92,0.09226,0.002,0.02176,0.03917,0.07659,1.7489,0.0351,0.01469,0.00669,0.00969,0.01616,0.00088,0.0093,243,3,True
vm_02023,2023,0,6.91,306.91,641.12,634.21,0.12611,0.03782,0.06935,0.03153,0.1135,1.0675,0.0134,0.01302,0.00502,0.00802,0.01432,0.00523,0.0077,80,3,True
vm_02024,2024,0,6.92,306.92,12829.35,12822.43,0.09556,0.03771,0.05837,0.02066,0.08729,1.5312,0.0416,0.01213,0.00413,0.00713,0.01334,0.00196,0.00684,228,3,True
vm_02025,2025,0,6.92,306.92,11727.88,11720.96,0.08774,0.00694,0.03926,0.02693,0.07966,2.1614,0.0297,0.07073,0.03573,0.05073,0.0778,0.01056,0.0482,71,1,True
vm_02026,2026,0,6.93,306.93,10029.31,10022.39,0.07379,0.001,0.02785,0.02552,0.06613,1.4992,0.0615,0.05689,0.02189,0.03689,0.06258,0.00766,0.03504,217,1,True
vm_02027,2027,0,6.93,306.93,2279.55,2272.62,0.07279,0.002,0.01725,0.03086,0.06045,1.1717,0.0395,0.01689,0.00889,0.01189,0.01858,0.00161,0.01141,242,3,True
vm_02028,2028,0,6.93,306.93,805.2,798.27,0.17389,0.0819,0.11475,0.03285,0.16075,1.604,0.0323,0.01253,0.00453,0.00753,0.01378,0.00291,0.00723,77,3,True
vm_02029,2029,0,6.93,306.93,5476.08,5469.15,0.04118,0.001,0.01486,0.01462,0.03679,1.5866,0.0768,0.07663,0.04163,0.05663,0.08429,0.00467,0.0538,157,1,True
vm_02030,2030,0,6.94,306.94,3245.36,3238.42,0.17723,0.06649,0.10604,0.03955,0.16141,1.895,0.0159,0.01372,0.00572,0.00872,0.01509,0.00499,0.00837,47,3,True
vm_02031,2031,0,6.94,306.94,4800.14,4793.21,0.07856,0.02876,0.04868,0.0166,0.07358,2.1814,0.0552,0.07462,0.03962,0.05462,0.08208,0.008,0.05189,297,1,True
vm_02032,2032,0,6.95,306.95,7890.53,7883.58,0.12367,0.01921,0.05652,0.03731,0.10875,1.8198,0.0417,0.01485,0.00685,0.00985,0.01634,0.00342,0.00946,23,3,True
vm_02033,2033,0,6.95,306.95,1937.52,1930.57,0.17384,0.05779,0.09923,0.04145,0.15726,1.242,0.0285,0.0131,0.0051,0.0081,0.01441,0.00468,0.00778,109,3,True
vm_02034,2034,0,6.96,306.96,7208.74,7201.78,0.47524,0.125,0.24175,0.11675,0.42854,0.7577,0.0173,0.009,0.0005,0.001,0.00945,0.00219,0.00098,51,2,True
vm_02035,2035,0,6.96,306.96,725.46,718.5,0.07571,0.001,0.02961,0.02561,0.06803,1.3901,0.0405,0.07437,0.03937,0.05437,0.0818,0.01295,0.05165,289,1,True
vm_02036,2036,0,6.98,306.98,740.67,733.7,0.13528,0.00442,0.05115,0.04674,0.11659,1.3553,0.034,0.01486,0.00686,0.00986,0.01635,0.00542,0.00947,258,3,True
vm_02037,2037,0,6.98,306.98,12236.35,12229.37,0.20492,0.08686,0.12902,0.04216,0.18806,1.5181,0.0495,0.01733,0.00933,0.01233,0.01907,0.00149,0.01184,138,3,True
vm_02038,2038,0,6.99,306.99,421.72,414.74,0.11216,0.03459,0.06229,0.0277,0.10108,1.0463,0.0271,0.01027,0.00227,0.00527,0.01129,0.00575,0.00506,274,3,True
vm_02039,2039,0,6.99,306.99,4576.51,4569.52,0.03451,0.001,0.005,0.0164,0.02959,1.6385,0.048,0.05343,0.01843,0.03343,0.05877,0.01077,0.03175,43,1,True
vm_02040,2040,0,6.99,306.99,387.33,380.34,0.10997,0.002,0.02029,0.04982,0.09004,1.8953,0.023,0.00986,0.00186,0.00486,0.01084,0.00581,0.00466,258,3,True
vm_02041,2041,0,6.99,306.99,11601.74,11594.75,0.07294,0.01987,0.0411,0.01769,0.06763,1.8843,0.0568,0.04904,0.01404,0.02904,0.05395,0.0038,0.02759,112,1,True
vm_02042,2042,0,7.0,307.0,6155.84,6148.84,0.07573,0.01953,0.04201,0.01873,0.07011,1.4354,0.0272,0.07274,0.03774,0.05274,0.08002,0.00409,0.05011,226,1,True
vm_02043,2043,0,7.0,307.0,750.48,743.48,0.53138,0.17159,0.29152,0.11993,0.48341,1.3439,0.0278,0.01796,0.00596,0.00996,0.01886,0.00074,0.00976,64,2,True
vm_02044,2044,0,7.01,307.01,13422.18,13415.18,0.60975,0.26879,0.38244,0.11365,0.56429,1.079,0.0099,0.01569,0.00369,0.00769,0.01647,0.00299,0.00753,162,2,True
vm_02045,2045,0,7.01,307.01,6227.61,6220.61,0.10544,0.03282,0.05876,0.02594,0.09507,1.9663,0.0204,0.01102,0.00302,0.00602,0.01212,0.00395,0.00578,163,3,True
vm_02046,2046,0,7.01,307.01,6371.66,6364.65,0.0429,0.001,0.00861,0.01905,0.03719,1.477,0.058,0.06096,0.02596,0.04096,0.06706,0.00165,0.03891,165,1,True
vm_02047,2047,0,7.01,307.01,652.39,645.38,0.12855,0.01198,0.05361,0.04163,0.1119,1.0676,0.0344,0.00997,0.00197,0.00497,0.01096,0.00395,0.00477,38,3,True
vm_02048,2048,0,7.01,307.01,851.76,844.75,0.11305,0.02937,0.06284,0.02789,0.10468,1.6299,0.0775,0.05992,0.02492,0.03992,0.06591,0.01153,0.03792,152,1,True
vm_02049,2049,0,7.01,307.01,10847.09,10840.08,0.46619,0.09778,0.22058,0.1228,0.41707,1.3052,0.0227,0.01182,0.0005,0.00382,0.01242,0.00205,0.00375,268,2,True
vm_02050,2050,0,7.02,307.02,13976.31,13969.3,0.06013,0.002,0.01515,0.02498,0.05013,1.9383,0.0246,0.01505,0.00705,0.01005,0.01656,0.00556,0.00965,74,3,True
vm_02051,2051,0,7.02,307.02,13905.43,13898.41,0.04095,0.001,0.005,0.01997,0.03496,1.3921,0.0763,0.06233,0.02733,0.04233,0.06856,0.00883,0.04021,256,1,True
vm_02052,2052,0,7.02,307.02,789.28,782.26,0.05314,0.001,0.0195,0.01869,0.04753,1.236,0.0441,0.03457,0.005,0.01457,0.03803,0.00334,0.01385,199,1,True
vm_02053,2053,0,7.02,307.02,334.64,327.61,0.15666,0.10535,0.12368,0.01832,0.14933,1.8695,0.0115,0.01009,0.00209,0.00509,0.0111,0.00399,0.00489,97,3,True
vm_02054,2054,0,7.03,307.03,842.13,835.1,0.24686,0.11498,0.16208,0.0471,0.22802,1.9703,0.0471,0.01732,0.00932,0.01232,0.01905,0.00546,0.01183,103,3,True
vm_02055,2055,0,7.03,307.03,765.88,758.85,0.06021,0.001,0.01191,0.02683,0.05216,1.6462,0.0577,0.08101,0.04601,0.06101,0.08912,0.00452,0.05796,163,1,True
vm_02056,2056,0,7.04,307.04,6159.99,6152.95,0.15264,0.002,0.04765,0.05833,0.12931,1.1865,0.0432,0.01477,0.00677,0.00977,0.01625,0.00405,0.00938,112,3,True
vm_02057,2057,0,7.05,307.05,674.43,667.38,0.10822,0.01612,0.05296,0.0307,0.09901,1.9213,0.066,0.06581,0.03081,0.04581,0.07239,0.00255,0.04352,102,1,True
vm_02058,2058,0,7.05,307.05,347.09,340.04,0.05613,0.001,0.005,0.02841,0.04761,2.352,0.0221,0.05279,0.01779,0.03279,0.05807,0.0121,0.03115,36,1,True
vm_02059,2059,0,7.05,307.05,3391.89,3384.84,0.04615,0.001,0.01718,0.01609,0.04132,2.4623,0.0415,0.07472,0.03972,0.05472,0.08219,0.00129,0.05198,105,1,True
vm_02060,2060,0,7.06,307.06,5111.35,5104.29,0.11835,0.02297,0.05703,0.03406,0.10472,1.8583,0.0103,0.01996,0.01196,0.01496,0.02195,0.00598,0.01436,186,3,True
vm_02061,2061,0,7.06,307.06,812.25,805.19,0.0474,0.001,0.01861,0.01599,0.0426,1.546,0.0769,0.07537,0.04037,0.05537,0.0829,0.01089,0.0526,20,1,True
vm_02062,2062,0,7.07,307.07,458.74,451.66,0.15589,0.03931,0.08095,0.04163,0.13923,1.9918,0.034,0.01375,0.00575,0.00875,0.01513,0.00585,0.0084,147,3,True
vm_02063,2063,0,7.08,307.08,9042.74,9035.67,0.07628,0.01781,0.0412,0.01949,0.07043,1.74,0.0668,0.08318,0.04818,0.06318,0.0915,0.00577,0.06002,128,1,True
vm_02064,2064,0,7.09,307.09,495.11,488.02,0.16312,0.00992,0.06463,0.05471,0.14123,1.6473,0.0452,0.01902,0.01102,0.01402,0.02093,0.00163,0.01346,186,3,True
