timestamp,job_id,task_index,vm_id,machine_id,event_type,priority,cpu_request,memory_request,true_cluster,is_ml_set
3,1098,0,vm_01098,pm_0032,0,116,0.0998,0.0611,1,True
3,1099,0,vm_01099,pm_0201,0,237,0.0697,0.0725,1,True
3,1100,0,vm_01100,pm_0772,0,203,0.19,0.0166,3,True
3,1101,0,vm_01101,pm_0217,0,4,0.705,0.0187,2,True
3,1102,0,vm_01102,pm_0606,0,156,0.3591,0.0203,2,True
3,1103,0,vm_01103,pm_0676,0,106,0.087,0.0544,1,True
3,1104,0,vm_01104,pm_0467,0,227,0.168,0.0188,3,True
3,1105,0,vm_01105,pm_0194,0,141,0.3428,0.0218,2,True
3,1106,0,vm_01106,pm_0531,0,171,0.0969,0.0771,1,True
3,1107,0,vm_01107,pm_0349,0,145,0.0876,0.069,1,True
3,1108,0,vm_01108,pm_0391,0,6,0.0798,0.054,1,True
3,1109,0,vm_01109,pm_0548,0,300,0.1292,0.0189,3,True
3,1110,0,vm_01110,pm_0234,0,15,0.1575,0.0144,3,True
3,1111,0,vm_01111,pm_0530,0,36,0.1592,0.0098,3,True
3,1112,0,vm_01112,pm_0323,0,152,0.0563,0.0611,1,True
3,1113,0,vm_01113,pm_0382,0,264,0.0675,0.0122,3,True
3,1114,0,vm_01114,pm_0579,0,182,0.0309,0.0552,1,True
3,1115,0,vm_01115,pm_0050,0,155,0.2312,0.0137,3,True
3,1116,0,vm_01116,pm_0183,0,136,0.0557,0.0572,1,True
3,1117,0,vm_01117,pm_0227,0,89,0.0511,0.0576,1,True
3,1118,0,vm_01118,pm_0030,0,217,0.096,0.0101,3,True
3,1119,0,vm_01119,pm_0742,0,185,0.3938,0.0183,2,True
3,1120,0,vm_01120,pm_0090,0,208,0.1197,0.0134,3,True
3,1121,0,vm_01121,pm_0090,0,50,0.1531,0.012,3,True
3,1122,0,vm_01122,pm_0596,0,287,0.1472,0.0163,3,True
3,1123,0,vm_01123,pm_0237,0,87,0.0287,0.0534,1,True
3,1124,0,vm_01124,pm_0153,0,135,0.0569,0.0665,1,True
3,1125,0,vm_01125,pm_0341,0,157,0.0346,0.0775,1,True
3,1126,0,vm_01126,pm_0610,0,281,0.1534,0.0156,3,True
3,1127,0,vm_01127,pm_0737,0,154,0.5172,0.0127,2,True
3,1128,0,vm_01128,pm_0088,0,219,0.051,0.0602,1,True
3,1129,0,vm_01129,pm_0542,0,166,0.044,0.0705,1,True
3,1130,0,vm_01130,pm_0203,0,178,0.1189,0.0187,3,True
3,1131,0,vm_01131,pm_0554,0,49,0.1841,0.0158,3,True
3,1132,0,vm_01132,pm_0567,0,300,0.1301,0.0144,3,True
3,1133,0,vm_01133,pm_0052,0,86,0.182,0.0124,3,True
3,1134,0,vm_01134,pm_0164,0,32,0.0548,0.0566,1,True
3,1135,0,vm_01135,pm_0008,0,274,0.0603,0.0534,1,True
3,1136,0,vm_01136,pm_0275,0,140,0.0547,0.0563,1,True
3,1137,0,vm_01137,pm_0412,0,205,0.0775,0.0824,1,True
3,1138,0,vm_01138,pm_0385,0,223,0.7345,0.0191,2,True
3,1139,0,vm_01139,pm_0152,0,112,0.0367,0.0545,1,True
3,1140,0,vm_01140,pm_0100,0,277,0.056,0.0575,1,True
3,1141,0,vm_01141,pm_0242,0,4,0.0836,0.015,3,True
3,1142,0,vm_01142,pm_0669,0,211,0.1415,0.0128,3,True
3,1143,0,vm_01143,pm_0559,0,255,0.0451,0.056,1,True
3,1144,0,vm_01144,pm_0762,0,29,0.0667,0.0658,1,True
3,1145,0,vm_01145,pm_0750,0,81,0.0548,0.0591,1,True
3,1146,0,vm_01146,pm_0304,0,235,0.1547,0.0173,3,True
3,1147,0,vm_01147,pm_0342,0,252,0.0766,0.0754,1,True
3,1148,0,vm_01148,pm_0265,0,117,0.0583,0.0608,1,True
3,1149,0,vm_01149,pm_0708,0,29,0.0647,0.0584,1,True
3,1150,0,vm_01150,pm_0734,0,110,0.0652,0.0827,1,True
3,1151,0,vm_01151,pm_0016,0,253,0.1228,0.0158,3,True
3,1152,0,vm_01152,pm_0592,0,198,0.5965,0.0165,2,True
3,1153,0,vm_01153,pm_0690,0,294,0.0396,0.0702,1,True
3,1154,0,vm_01154,pm_0426,0,296,0.0873,0.0645,1,True
3,1155,0,vm_01155,pm_0442,0,286,0.0373,0.0723,1,True
3,1156,0,vm_01156,pm_0094,0,243,0.5247,0.0147,2,True
3,1157,0,vm_01157,pm_0142,0,220,0.1443,0.0121,3,True
3,1158,0,vm_01158,pm_0415,0,155,0.0727,0.0518,1,True
3,1159,0,vm_01159,pm_0061,0,235,0.5033,0.024,2,True
3,1160,0,vm_01160,pm_0172,0,18,0.3892,0.0159,2,True
3,1161,0,vm_01161,pm_0443,0,214,0.0993,0.07,1,True
3,1162,0,vm_01162,pm_0194,0,113,0.1828,0.0148,3,True
3,1163,0,vm_01163,pm_0137,0,199,0.0889,0.0174,3,True
3,1164,0,vm_01164,pm_0612,0,24,0.1468,0.0131,3,True
3,1165,0,vm_01165,pm_0434,0,120,0.09,0.0186,3,True
3,1166,0,vm_01166,pm_0054,0,229,0.1423,0.013,3,True
3,1167,0,vm_01167,pm_0588,0,98,0.073,0.0544,1,True
3,1168,0,vm_01168,pm_0262,0,2,0.1619,0.0085,3,True
3,1169,0,vm_01169,pm_0444,0,260,0.087,0.0629,1,True
3,1170,0,vm_01170,pm_0317,0,253,0.0626,0.0717,1,True
3,1171,0,vm_01171,pm_0340,0,19,0.4599,0.0124,2,True
3,1172,0,vm_01172,pm_0753,0,203,0.0852,0.0183,3,True
3,1173,0,vm_01173,pm_0388,0,293,0.1323,0.0178,3,True
3,1174,0,vm_01174,pm_0757,0,127,0.2087,0.0169,3,True
3,1175,0,vm_01175,pm_0663,0,291,0.3082,0.0101,2,True
3,1176,0,vm_01176,pm_0449,0,173,0.1094,0.0107,3,True
3,1177,0,vm_01177,pm_0121,0,220,0.2079,0.0119,3,True
3,1178,0,vm_01178,pm_0580,0,36,0.1658,0.0147,3,True
3,1179,0,vm_01179,pm_0102,0,148,0.157,0.0142,3,True
3,1180,0,vm_01180,pm_0687,0,91,0.0947,0.0147,3,True
3,1181,0,vm_01181,pm_0405,0,69,0.0781,0.0145,3,True
3,1182,0,vm_01182,pm_0463,0,83,0.4133,0.0155,2,True
3,1183,0,vm_01183,pm_0426,0,204,0.177,0.0198,3,True
3,1184,0,vm_01184,pm_0789,0,266,0.1467,0.0112,3,True
3,1185,0,vm_01185,pm_0656,0,87,0.0253,0.0685,1,True
3,1186,0,vm_01186,pm_0600,0,251,0.0345,0.0587,1,True
3,1187,0,vm_01187,pm_0797,0,210,0.0858,0.016,3,True
3,1188,0,vm_01188,pm_0284,0,30,0.0877,0.016,3,True
3,1189,0,vm_01189,pm_0746,0,60,0.0398,0.0706,1,True
3,1190,0,vm_01190,pm_0300,0,66,0.155,0.0167,3,True
3,1191,0,vm_01191,pm_0166,0,225,0.1661,0.0151,3,True
3,1192,0,vm_01192,pm_0146,0,66,0.0785,0.0668,1,True
3,1193,0,vm_01193,pm_0428,0,127,0.0475,0.0661,1,True
3,1194,0,vm_01194,pm_0117,0,110,0.4066,0.0163,2,True
3,1195,0,vm_01195,pm_0069,0,271,0.091,0.0564,1,True
3,1196,0,vm_01196,pm_0575,0,300,0.0184,0.0573,1,True
3,1197,0,vm_01197,pm_0775,0,33,0.1341,0.0149,3,True
3,1198,0,vm_01198,pm_0466,0,211,0.0837,0.0716,1,True
3,1199,0,vm_01199,pm_0052,0,299,0.0982,0.0196,3,True
3,1200,0,vm_01200,pm_0574,0,124,0.09,0.0676,1,True
3,1201,0,vm_01201,pm_0124,0,102,0.088,0.0143,3,True
3,1202,0,vm_01202,pm_0656,0,205,0.0703,0.0521,1,True
3,1203,0,vm_01203,pm_0228,0,119,0.2978,0.0104,2,True
3,1204,0,vm_01204,pm_0324,0,169,0.354,0.018,2,True
3,1205,0,vm_01205,pm_0125,0,34,0.109,0.0162,3,True
3,1206,0,vm_01206,pm_0266,0,245,0.0646,0.0525,1,True
3,1207,0,vm_01207,pm_0506,0,57,0.0835,0.0616,1,True
3,1208,0,vm_01208,pm_0642,0,140,0.063,0.0692,1,True
3,1209,0,vm_01209,pm_0342,0,110,0.1228,0.0108,3,True
3,1210,0,vm_01210,pm_0280,0,162,0.0973,0.0731,1,True
3,1211,0,vm_01211,pm_0729,0,110,0.1625,0.0174,3,True
3,1212,0,vm_01212,pm_0416,0,151,0.1396,0.0174,3,True
3,1213,0,vm_01213,pm_0206,0,64,0.0388,0.0617,1,True
3,1214,0,vm_01214,pm_0703,0,105,0.075,0.0512,1,True
3,1215,0,vm_01215,pm_0289,0,215,0.0621,0.0385,1,True
3,1216,0,vm_01216,pm_0105,0,90,0.0527,0.0461,1,True
3,1217,0,vm_01217,pm_0022,0,25,0.2823,0.0155,2,True
3,1218,0,vm_01218,pm_0537,0,156,0.4577,0.0106,2,True
3,1219,0,vm_01219,pm_0703,0,71,0.0525,0.0615,1,True
3,1220,0,vm_01220,pm_0246,0,43,0.2112,0.0169,3,True
3,1221,0,vm_01221,pm_0490,0,89,0.1411,0.011,3,True
3,1222,0,vm_01222,pm_0617,0,132,0.3258,0.0175,2,True
3,1223,0,vm_01223,pm_0215,0,160,0.2904,0.0106,2,True
3,1224,0,vm_01224,pm_0013,0,231,0.0972,0.0144,3,True
3,1225,0,vm_01225,pm_0544,0,260,0.067,0.0816,1,True
3,1226,0,vm_01226,pm_0690,0,110,0.4256,0.0151,2,True
3,1227,0,vm_01227,pm_0111,0,163,0.3454,0.0209,2,True
3,1228,0,vm_01228,pm_0588,0,76,0.1537,0.0127,3,True
3,1229,0,vm_01229,pm_0366,0,208,0.1247,0.0091,3,True
3,1230,0,vm_01230,pm_0150,0,12,0.0567,0.0547,1,True
3,1231,0,vm_01231,pm_0781,0,57,0.0893,0.0381,1,True
3,1232,0,vm_01232,pm_0106,0,35,0.0521,0.0737,1,True
3,1233,0,vm_01233,pm_0614,0,24,0.0746,0.0637,1,True
3,1234,0,vm_01234,pm_0522,0,33,0.0556,0.0644,1,True
3,1235,0,vm_01235,pm_0678,0,139,0.0841,0.0683,1,True
3,1236,0,vm_01236,pm_0351,0,274,0.5324,0.014,2,True
3,1237,0,vm_01237,pm_0501,0,221,0.0334,0.0561,1,True
3,1238,0,vm_01238,pm_0396,0,36,0.3684,0.0115,2,True
3,1239,0,vm_01239,pm_0392,0,128,0.1916,0.0136,3,True
3,1240,0,vm_01240,pm_0719,0,217,0.131,0.0131,3,True
3,1241,0,vm_01241,pm_0115,0,247,0.0711,0.0548,1,True
3,1242,0,vm_01242,pm_0424,0,110,0.0911,0.0158,3,True
3,1243,0,vm_01243,pm_0791,0,219,0.1522,0.0128,3,True
3,1244,0,vm_01244,pm_0387,0,195,0.0648,0.0591,1,True
3,1245,0,vm_01245,pm_0096,0,146,0.052,0.07,1,True
3,1246,0,vm_01246,pm_0643,0,39,0.1649,0.0147,3,True
3,1247,0,vm_01247,pm_0398,0,133,0.1157,0.0098,3,True
3,1248,0,vm_01248,pm_0399,0,190,0.137,0.0079,3,True
4,1249,0,vm_01249,pm_0223,0,162,0.5565,0.0197,2,True
4,1250,0,vm_01250,pm_0502,0,60,0.0504,0.0635,1,True
4,1251,0,vm_01251,pm_0066,0,4,0.041,0.0543,1,True
4,1252,0,vm_01252,pm_0073,0,36,0.0929,0.0499,1,True
4,1253,0,vm_01253,pm_0307,0,216,0.5637,0.0159,2,True
4,1254,0,vm_01254,pm_0141,0,224,0.1772,0.013,3,True
4,1255,0,vm_01255,pm_0405,0,215,0.0636,0.0147,3,True
4,1256,0,vm_01256,pm_0720,0,138,0.1158,0.0081,3,True
4,1257,0,vm_01257,pm_0293,0,105,0.1141,0.0443,1,True
4,1258,0,vm_01258,pm_0789,0,98,0.1369,0.0159,3,True
4,1259,0,vm_01259,pm_0634,0,167,0.1258,0.0107,3,True
4,1260,0,vm_01260,pm_0617,0,263,0.042,0.0144,3,True
4,1261,0,vm_01261,pm_0150,0,86,0.116,0.0114,3,True
4,1262,0,vm_01262,pm_0310,0,83,0.1852,0.0121,3,True
4,1263,0,vm_01263,pm_0737,0,223,0.1641,0.0106,3,True
4,1264,0,vm_01264,pm_0264,0,10,0.1782,0.0076,3,True
4,1265,0,vm_01265,pm_0736,0,185,0.0825,0.0705,1,True
4,1266,0,vm_01266,pm_0516,0,230,0.087,0.0165,3,True
4,1267,0,vm_01267,pm_0568,0,140,0.1467,0.0169,3,True
4,1268,0,vm_01268,pm_0363,0,105,0.1876,0.0085,3,True
4,1269,0,vm_01269,pm_0078,0,252,0.1012,0.0141,3,True
4,1270,0,vm_01270,pm_0647,0,48,0.0972,0.0153,3,True
4,1271,0,vm_01271,pm_0101,0,262,0.0513,0.0545,1,True
4,1272,0,vm_01272,pm_0608,0,204,0.0622,0.0688,1,True
4,1273,0,vm_01273,pm_0004,0,50,0.2355,0.0153,3,True
4,1274,0,vm_01274,pm_0284,0,174,0.6715,0.0232,2,True
4,1275,0,vm_01275,pm_0767,0,224,0.0489,0.0648,1,True
4,1276,0,vm_01276,pm_0781,0,260,0.0856,0.0551,1,True
4,1277,0,vm_01277,pm_0284,0,221,0.1637,0.0084,3,True
4,1278,0,vm_01278,pm_0066,0,222,0.2021,0.0131,3,True
4,1279,0,vm_01279,pm_0467,0,268,0.0503,0.0539,1,True
4,1280,0,vm_01280,pm_0775,0,297,0.108,0.0157,3,True
4,1281,0,vm_01281,pm_0359,0,73,0.1515,0.016,3,True
4,1282,0,vm_01282,pm_0210,0,113,0.1837,0.0208,3,True
4,1283,0,vm_01283,pm_0039,0,218,0.1063,0.0148,3,True
4,1284,0,vm_01284,pm_0033,0,53,0.1047,0.0537,1,True
4,1285,0,vm_01285,pm_0323,0,199,0.1028,0.0092,3,True
4,1286,0,vm_01286,pm_0060,0,130,0.3367,0.0221,2,True
4,1287,0,vm_01287,pm_0038,0,191,0.1501,0.0184,3,True
4,1288,0,vm_01288,pm_0379,0,178,0.1814,0.0135,3,True
4,1289,0,vm_01289,pm_0170,0,286,0.0773,0.0702,1,True
4,1290,0,vm_01290,pm_0324,0,239,0.0291,0.0568,1,True
4,1291,0,vm_01291,pm_0524,0,244,0.0523,0.0865,1,True
4,1292,0,vm_01292,pm_0712,0,116,0.3154,0.0149,2,True
4,1293,0,vm_01293,pm_0613,0,207,0.1003,0.0126,3,True
4,1294,0,vm_01294,pm_0441,0,211,0.0594,0.0528,1,True
4,1295,0,vm_01295,pm_0179,0,258,0.0403,0.0403,1,True
4,1296,0,vm_01296,pm_0648,0,162,0.152,0.0091,3,True
4,1297,0,vm_01297,pm_0246,0,225,0.0965,0.0169,3,True
4,1298,0,vm_01298,pm_0509,0,63,0.5027,0.0202,2,True
4,1299,0,vm_01299,pm_0605,0,245,0.086,0.0145,3,True
4,1300,0,vm_01300,pm_0001,0,17,0.1389,0.0132,3,True
4,1301,0,vm_01301,pm_0662,0,33,0.2046,0.0179,3,True
4,1302,0,vm_01302,pm_0543,0,180,0.4858,0.009,2,True
4,1303,0,vm_01303,pm_0676,0,193,0.121,0.0098,3,True
4,1304,0,vm_01304,pm_0211,0,191,0.3987,0.0163,2,True
4,1305,0,vm_01305,pm_0700,0,66,0.4771,0.0244,2,True
4,1306,0,vm_01306,pm_0270,0,208,0.0472,0.0683,1,True
4,1307,0,vm_01307,pm_0563,0,166,0.0577,0.0725,1,True
4,1308,0,vm_01308,pm_0773,0,245,0.1527,0.0135,3,True
4,1309,0,vm_01309,pm_0456,0,244,0.0318,0.0695,1,True
4,1310,0,vm_01310,pm_0086,0,165,0.6489,0.0178,2,True
4,1311,0,vm_01311,pm_0236,0,295,0.1462,0.0137,3,True
4,1312,0,vm_01312,pm_0612,0,210,0.0506,0.0577,1,True
4,1313,0,vm_01313,pm_0732,0,132,0.0693,0.0521,1,True
4,1314,0,vm_01314,pm_0657,0,196,0.1298,0.0145,3,True
4,1315,0,vm_01315,pm_0369,0,48,0.4699,0.0093,2,True
4,1316,0,vm_01316,pm_0555,0,63,0.1109,0.0159,3,True
4,1317,0,vm_01317,pm_0502,0,111,0.0755,0.0122,3,True
4,1318,0,vm_01318,pm_0313,0,184,0.044,0.0508,1,True
4,1319,0,vm_01319,pm_0252,0,103,0.3268,0.0221,2,True
4,1320,0,vm_01320,pm_0117,0,212,0.0593,0.0683,1,True
4,1321,0,vm_01321,pm_0077,0,4,0.2142,0.0117,3,True
4,1322,0,vm_01322,pm_0095,0,118,0.1128,0.0193,3,True
4,1323,0,vm_01323,pm_0006,0,248,0.0337,0.0679,1,True
4,1324,0,vm_01324,pm_0695,0,166,0.1435,0.0176,3,True
4,1325,0,vm_01325,pm_0666,0,241,0.0919,0.0602,1,True
4,1326,0,vm_01326,pm_0236,0,279,0.1659,0.0063,3,True
4,1327,0,vm_01327,pm_0632,0,237,0.1624,0.0103,3,True
4,1328,0,vm_01328,pm_0115,0,204,0.0971,0.0174,3,True
4,1329,0,vm_01329,pm_0642,0,0,0.0755,0.0512,1,True
4,1330,0,vm_01330,pm_0368,0,170,0.0714,0.0779,1,True
4,1331,0,vm_01331,pm_0759,0,166,0.4934,0.009,2,True
4,1332,0,vm_01332,pm_0622,0,257,0.0721,0.0693,1,True
4,1333,0,vm_01333,pm_0241,0,62,0.1705,0.0151,3,True
4,1334,0,vm_01334,pm_0009,0,271,0.0766,0.0121,3,True
4,1335,0,vm_01335,pm_0535,0,36,0.0627,0.0788,1,True
4,1336,0,vm_01336,pm_0725,0,15,0.0619,0.0614,1,True
4,1337,0,vm_01337,pm_0214,0,253,0.2359,0.0148,3,True
4,1338,0,vm_01338,pm_0771,0,26,0.0634,0.0604,1,True
4,1339,0,vm_01339,pm_0245,0,110,0.1047,0.0671,1,True
4,1340,0,vm_01340,pm_0440,0,232,0.1338,0.0136,3,True
4,1341,0,vm_01341,pm_0456,0,63,0.1573,0.0165,3,True
4,1342,0,vm_01342,pm_0618,0,96,0.3433,0.011,2,True
4,1343,0,vm_01343,pm_0138,0,266,0.0993,0.0116,3,True
4,1344,0,vm_01344,pm_0201,0,231,0.0449,0.0578,1,True
4,1345,0,vm_01345,pm_0280,0,47,0.1027,0.0584,1,True
4,1346,0,vm_01346,pm_0242,0,209,0.1368,0.0138,3,True
4,1347,0,vm_01347,pm_0780,0,75,0.1556,0.0148,3,True
4,1348,0,vm_01348,pm_0290,0,246,0.1002,0.063,1,True
4,1349,0,vm_01349,pm_0411,0,67,0.1764,0.0105,3,True
4,1350,0,vm_01350,pm_0714,0,63,0.1322,0.0148,3,True
4,1351,0,vm_01351,pm_0432,0,181,0.0696,0.0597,1,True
4,1352,0,vm_01352,pm_0792,0,79,0.0865,0.0646,1,True
4,1353,0,vm_01353,pm_0607,0,202,0.3382,0.0153,2,True
4,1354,0,vm_01354,pm_0043,0,181,0.0587,0.0648,1,True
4,1355,0,vm_01355,pm_0297,0,213,0.0612,0.0474,1,True
4,1356,0,vm_01356,pm_0309,0,119,0.0766,0.0135,3,True
4,1357,0,vm_01357,pm_0039,0,240,0.0463,0.0759,1,True
4,1358,0,vm_01358,pm_0151,0,201,0.141,0.0095,3,True
4,1359,0,vm_01359,pm_0265,0,291,0.1861,0.0149,3,True
4,1360,0,vm_01360,pm_0796,0,53,0.1583,0.0166,3,True
4,1361,0,vm_01361,pm_0059,0,144,0.1,0.0143,3,True
4,1362,0,vm_01362,pm_0231,0,85,0.0771,0.0159,3,True
4,1363,0,vm_01363,pm_0072,0,21,0.0421,0.0657,1,True
4,1364,0,vm_01364,pm_0357,0,291,0.0493,0.0643,1,True
4,1365,0,vm_01365,pm_0010,0,235,0.2633,0.0132,3,True
4,1366,0,vm_01366,pm_0461,0,28,0.0639,0.0556,1,True
4,1367,0,vm_01367,pm_0022,0,182,0.1735,0.0102,3,True
4,1368,0,vm_01368,pm_0380,0,159,0.1618,0.0095,3,True
4,1369,0,vm_01369,pm_0783,0,17,0.536,0.0149,2,True
4,1370,0,vm_01370,pm_0746,0,37,0.1669,0.0175,3,True
4,1371,0,vm_01371,pm_0616,0,100,0.0326,0.0662,1,True
4,1372,0,vm_01372,pm_0130,0,289,0.1228,0.0135,3,True
4,1373,0,vm_01373,pm_0463,0,172,0.0435,0.0528,1,True
4,1374,0,vm_01374,pm_0777,0,66,0.1321,0.0183,3,True
4,1375,0,vm_01375,pm_0788,0,190,0.0545,0.0564,1,True
4,1376,0,vm_01376,pm_0170,0,42,0.1394,0.017,3,True
4,1377,0,vm_01377,pm_0561,0,122,0.0983,0.0147,3,True
4,1378,0,vm_01378,pm_0613,0,277,0.0871,0.0596,1,True
4,1379,0,vm_01379,pm_0438,0,195,0.1094,0.0104,3,True
4,1380,0,vm_01380,pm_0660,0,124,0.5018,0.0138,2,True
4,1381,0,vm_01381,pm_0565,0,95,0.0472,0.0501,1,True
4,1382,0,vm_01382,pm_0068,0,156,0.0577,0.0886,1,True
4,1383,0,vm_01383,pm_0518,0,39,0.0876,0.0515,1,True
4,1384,0,vm_01384,pm_0417,0,172,0.0953,0.0127,3,True
4,1385,0,vm_01385,pm_0418,0,172,0.1873,0.0122,3,True
4,1386,0,vm_01386,pm_0208,0,119,0.1105,0.0174,3,True
4,1387,0,vm_01387,pm_0441,0,272,0.0721,0.0515,1,True
4,1388,0,vm_01388,pm_0545,0,260,0.0866,0.0628,1,True
4,1389,0,vm_01389,pm_0419,0,280,0.0536,0.0501,1,True
4,1390,0,vm_01390,pm_0315,0,123,0.4419,0.0241,2,True
4,1391,0,vm_01391,pm_0481,0,277,0.0825,0.0581,1,True
4,1392,0,vm_01392,pm_0225,0,92,0.3941,0.0158,2,True
4,1393,0,vm_01393,pm_0645,0,34,0.1484,0.006,3,True
4,1394,0,vm_01394,pm_0630,0,127,0.0775,0.0522,1,True
4,1395,0,vm_01395,pm_0445,0,19,0.5389,0.0177,2,True
4,1396,0,vm_01396,pm_0121,0,260,0.198,0.0122,3,True
4,1397,0,vm_01397,pm_0641,0,166,0.1915,0.015,3,True
4,1398,0,vm_01398,pm_0446,0,235,0.5291,0.0176,2,True
4,1399,0,vm_01399,pm_0715,0,31,0.0431,0.0406,1,True
4,1400,0,vm_01400,pm_0567,0,230,0.0766,0.0604,1,True
4,1401,0,vm_01401,pm_0128,0,190,0.0765,0.0528,1,True
4,1402,0,vm_01402,pm_0393,0,144,0.2442,0.0124,3,True
4,1403,0,vm_01403,pm_0372,0,100,0.1931,0.0163,3,True
4,1404,0,vm_01404,pm_0453,0,78,0.0927,0.0171,3,True
4,1405,0,vm_01405,pm_0791,0,159,0.1226,0.0132,3,True
4,1406,0,vm_01406,pm_0198,0,254,0.4958,0.0173,2,True
4,1407,0,vm_01407,pm_0122,0,278,0.0649,0.0701,1,True
4,1408,0,vm_01408,pm_0767,0,187,0.1713,0.0106,3,True
4,1409,0,vm_01409,pm_0087,0,209,0.0591,0.0689,1,True
4,1410,0,vm_01410,pm_0315,0,240,0.0433,0.0583,1,True
4,1411,0,vm_01411,pm_0628,0,55,0.0895,0.0618,1,True
4,1412,0,vm_01412,pm_0091,0,136,0.2655,0.0095,3,True
4,1413,0,vm_01413,pm_0796,0,105,0.125,0.0098,3,True
4,1414,0,vm_01414,pm_0466,0,68,0.3154,0.0178,2,True
4,1415,0,vm_01415,pm_0290,0,189,0.1475,0.0168,3,True
4,1416,0,vm_01416,pm_0611,0,191,0.0367,0.0639,1,True
4,1417,0,vm_01417,pm_0408,0,277,0.2076,0.0176,3,True
4,1418,0,vm_01418,pm_0165,0,31,0.0623,0.0506,1,True
4,1419,0,vm_01419,pm_0641,0,174,0.0683,0.0524,1,True
4,1420,0,vm_01420,pm_0134,0,257,0.0935,0.0574,1,True
4,1421,0,vm_01421,pm_0321,0,122,0.2168,0.0125,3,True
4,1422,0,vm_01422,pm_0289,0,84,0.3629,0.0175,2,True
4,1423,0,vm_01423,pm_0480,0,215,0.3457,0.0132,2,True
4,1424,0,vm_01424,pm_0434,0,215,0.0636,0.0417,1,True
4,1425,0,vm_01425,pm_0021,0,13,0.0656,0.0683,1,True
4,1426,0,vm_01426,pm_0072,0,36,0.2386,0.0123,3,True
4,1427,0,vm_01427,pm_0726,0,26,0.1239,0.0106,3,True
4,1428,0,vm_01428,pm_0002,0,151,0.3113,0.0136,2,True
4,1429,0,vm_01429,pm_0098,0,63,0.3006,0.0135,2,True
4,1430,0,vm_01430,pm_0577,0,69,0.4929,0.0202,2,True
4,1431,0,vm_01431,pm_0030,0,153,0.0882,0.0426,1,True
4,1432,0,vm_01432,pm_0660,0,252,0.0745,0.006,3,True
4,1433,0,vm_01433,pm_0387,0,270,0.0517,0.0679,1,True
4,1434,0,vm_01434,pm_0230,0,28,0.1096,0.0147,3,True
4,1435,0,vm_01435,pm_0552,0,73,0.1868,0.0101,3,True
4,1436,0,vm_01436,pm_0073,0,283,0.0772,0.0391,1,True
4,1437,0,vm_01437,pm_0497,0,58,0.0915,0.0186,3,True
4,1438,0,vm_01438,pm_0727,0,242,0.0828,0.0114,3,True
4,1439,0,vm_01439,pm_0214,0,148,0.3543,0.0112,2,True
4,1440,0,vm_01440,pm_0151,0,9,0.0675,0.0623,1,True
4,1441,0,vm_01441,pm_0244,0,131,0.3079,0.0179,2,True
4,1442,0,vm_01442,pm_0095,0,61,0.15,0.01,3,True
4,1443,0,vm_01443,pm_0045,0,261,0.1548,0.0132,3,True
4,1444,0,vm_01444,pm_0748,0,217,0.3898,0.0176,2,True
4,1445,0,vm_01445,pm_0345,0,231,0.0527,0.0644,1,True
4,1446,0,vm_01446,pm_0540,0,71,0.307,0.0199,2,True
4,1447,0,vm_01447,pm_0476,0,15,0.4332,0.017,2,True
4,1448,0,vm_01448,pm_0573,0,37,0.1636,0.0166,3,True
4,1449,0,vm_01449,pm_0770,0,176,0.0408,0.0725,1,True
4,1450,0,vm_01450,pm_0766,0,82,0.0403,0.0749,1,True
4,1451,0,vm_01451,pm_0179,0,16,0.1536,0.0141,3,True
4,1452,0,vm_01452,pm_0503,0,155,0.1377,0.0167,3,True
4,1453,0,vm_01453,pm_0524,0,171,0.1231,0.0665,1,True
4,1454,0,vm_01454,pm_0453,0,69,0.0848,0.0654,1,True
4,1455,0,vm_01455,pm_0673,0,70,0.0866,0.0544,1,True
4,1456,0,vm_01456,pm_0169,0,254,0.0525,0.0513,1,True
4,1457,0,vm_01457,pm_0758,0,130,0.1525,0.0125,3,True
4,1458,0,vm_01458,pm_0780,0,48,0.3748,0.0201,2,True
4,1459,0,vm_01459,pm_0024,0,20,0.1205,0.0081,3,True
4,1460,0,vm_01460,pm_0488,0,219,0.1472,0.018,3,True
4,1461,0,vm_01461,pm_0126,0,186,0.1889,0.0149,3,True
4,1462,0,vm_01462,pm_0538,0,31,0.1239,0.0164,3,True
4,1463,0,vm_01463,pm_0293,0,202,0.0568,0.0575,1,True
4,1464,0,vm_01464,pm_0508,0,275,0.0541,0.0474,1,True
4,1465,0,vm_01465,pm_0532,0,241,0.1001,0.0117,3,True
4,1466,0,vm_01466,pm_0712,0,15,0.0503,0.0858,1,True
4,1467,0,vm_01467,pm_0632,0,172,0.3762,0.0217,2,True
4,1468,0,vm_01468,pm_0071,0,136,0.0618,0.0534,1,True
4,1469,0,vm_01469,pm_0742,0,178,0.282,0.0147,2,True
4,1470,0,vm_01470,pm_0079,0,60,0.081,0.0536,1,True
4,1471,0,vm_01471,pm_0641,0,103,0.0865,0.0568,1,True
4,1472,0,vm_01472,pm_0670,0,194,0.3906,0.0184,2,True
4,1473,0,vm_01473,pm_0577,0,255,0.0957,0.0642,1,True
4,1474,0,vm_01474,pm_0176,0,75,0.1563,0.0101,3,True
4,1475,0,vm_01475,pm_0453,0,270,0.1536,0.0094,3,True
